STATION_NAME,LATITUDE,LONGITUDE,MODEL,YEAR_START,YEAR_END,SCENARIO
"Jurupa Valley, CA - Tesla Supercharger",34.012541000000000,-117.46064800000000,Ioniq 6,2026,,native only
Central & Walnut - Tesla Supercharger,34.026990000000000,-117.68730100000000,Ioniq 5 N,2026,2026,native only
"West Covina, CA - Tesla Supercharger",34.070645000000000,-117.88908200000000,Ioniq 9,2026,,native only
Tesla Diner - Tesla Supercharger,34.091268000000000,-118.34221500000000,Ioniq 6,2026,,native only
CITY_OF_VERNON 3805 SOTO-10,34.008061000000000,-118.22000100000000,Ioniq 6,2026,,native only
"Las Vegas, NV - 3821 West Charleston Boulevard - Tesla Supercharger",36.158707000000000,-115.19099000000000,Ioniq 6,2026,,native only
"Las Vegas, NV - 3821 West Charleston Boulevard - Tesla Supercharger",36.158707000000000,-115.19099000000000,Ioniq 9,2026,,native only
Norfolk Upper Lot,34.060000000000000,-118.20000000000000,Ioniq 5,2022,2024,native only
Sunset Studios,34.097298464012000,-118.31692890366400,Ioniq 5 N,2025,2025,native only
"Barstow, CA - Tanger Way - Tesla Supercharger",34.844499000000000,-117.08577100000000,Ioniq 5,2025,2026,native only
"Gigahub Huntington Drive, Duarte, CA",34.140216000000000,-117.95962300000000,Ioniq 5,2022,2024,native only
CITY_OF_VERNON 3805 SOTO-2,34.007973000000000,-118.22009600000000,Ioniq 6,2026,,native only
DC CORRIDOR EDDIES Y DC1,34.907504000000000,-116.83600100000000,Ioniq 5,2022,2024,native only
CITY_OF_VERNON 1850 E25TH-4,34.014472000000000,-118.23798500000000,Ioniq 5,2022,2024,native only
Ontario Mills - Skechers,34.071281000000000,-117.54922700000000,Ioniq 6,2022,2025,native only
Inglewood City Hall,33.962406000000000,-118.35363500000000,Ioniq 5,2022,2024,native only
GM Oil Site 111 FoodMart Los Angeles,34.018660888026000,-118.35493777871600,Ioniq 5,2022,2024,native only
DCF - JV DCF POMONA1,34.029579000000000,-117.75899900000000,Ioniq 5,2022,2024,native only
Ford Country,36.048478000000000,-115.02823000000000,Ioniq 5 N,2025,2025,native only
Veteran's Memorial Park,34.012781000000000,-118.40304000000000,Ioniq 6,2022,2025,native only
CITY_OF_VERNON 1850 E25TH-8,34.014405000000000,-118.23806900000000,Ioniq 6,2022,2025,native only
7-ELEVEN 20101 POMNA DC2,34.067350000000000,-117.71904000000000,Kona Electric,2019,2025,native only
6250 Hollywood Blvd DCFC,34.100840000000000,-118.32541000000000,Ioniq 5 N,2025,2025,native only
Chase Bank - 925 N Hacienda Blvd,34.036106000000000,-117.95038500000000,Ioniq 6,2022,2025,native only
"Las Vegas, NV - Arroyo Crossing Parkway - Tesla Supercharger",36.062251000000000,-115.25172100000000,Ioniq 9,2026,,native only
BWP EV CHARGE DCFC BWP LOT 2,34.178561000000000,-118.31623400000000,Kona Electric,2019,2025,native only
MINI of Monrovia,34.136472000000000,-117.98718700000000,Ioniq 5,2022,2024,native only
CITY_OF_VERNON 1850 E25TH-5,34.014458000000000,-118.23800600000000,Ioniq 5 N,2025,2025,native only
CITY_OF_VERNON 3805 SOTO-4,34.007896000000000,-118.21989600000000,Kona Electric,2019,2025,native only
PH SUBARU PH SUBARU,33.996114000000000,-117.91713300000000,Ioniq 5,2022,2024,native only
"Target 1033 (Baldwin Park, CA)",34.070710000000000,-117.97825000000000,Kona Electric,2019,2025,native only
"Las Vegas, NV - West Russell Road - Tesla Supercharger",36.086723000000000,-115.21072600000000,Ioniq 5,2025,2026,native only
6250 Hollywood Blvd DCFC,34.100840000000000,-118.32541000000000,Ioniq 6,2022,2025,native only
California Institute of Technology - California Parking Structure,34.134066000000000,-118.12636300000000,Kona Electric,2019,2025,native only
"Universal City, CA - Tesla Supercharger",34.138042000000000,-118.35927200000000,Ioniq 9,2026,,native only
CITY_OF_VERNON 1850 E25TH-10,34.014380000000000,-118.23810800000000,Ioniq 5,2025,2026,native only
"Las Vegas, NV - East Windmill Lane - Tesla Supercharger",36.042548790000000,-115.15263582000000,Ioniq 6,2026,,native only
Sunny Plaza,34.080280000000000,-118.09299100000000,Ioniq 6,2022,2025,native only
"Diamond Bar, CA - Golden Springs Drive - Tesla Supercharger",33.999023000000000,-117.84384400000000,Ioniq 6,2026,,native only
RC SPORTS EVHUB ADJ SWGR,34.102644000000000,-117.54410000000000,Kona Electric,2019,2025,native only
"Las Vegas, NV - 7400 Las Vegas Boulevard South - Tesla Supercharger",36.056640000000000,-115.17045900000000,Ioniq 6,2026,,native only
CITY_OF_VERNON 1850 E25TH-1,34.014503000000000,-118.23790700000000,Ioniq 6,2026,,native only
BWP EV CHARGE DCFC BWP LOT 1,34.178578000000000,-118.31621300000000,Ioniq 5,2022,2024,native only
DOWNEYHYUNDAI CPE250 1,33.946263000000000,-118.14534200000000,Ioniq 5,2022,2024,native only
Rialto Village,34.073740000000000,-117.37058000000000,Ioniq 5,2022,2024,native only
BWP EV CHARGE DCFC BWP LOT 2,34.178561000000000,-118.31623400000000,Ioniq 5,2022,2024,native only
Jordan Downs,33.946716000000000,-118.22994000000000,Ioniq 5,2022,2024,native only
"Alhambra, CA - West Valley Boulevard - Tesla Supercharger",34.077346000000000,-118.13855400000000,Ioniq 6,2026,,native only
"Hesperia, CA - Tesla Supercharger",34.424701000000000,-117.38573800000000,Ioniq 5 N,2026,2026,native only
JLR HENDERSON ABB 02,36.053704000000000,-115.02745100000000,Ioniq 5,2022,2024,native only
The Village at Century,33.944829000000000,-118.33068600000000,Ioniq 5 N,2025,2025,native only
IN-N-OUT ATLANTIC 04,33.977378000000000,-118.18745900000000,Ioniq 5 N,2026,2026,native only
"Vernon, CA - E 25th St - Tesla Supercharger",34.014266000000000,-118.23827100000000,Ioniq 6,2026,,native only
76 San Gabriel,34.103300000000000,-118.09950000000000,Kona Electric,2019,2025,native only
Ontario Mills - Skechers,34.071281000000000,-117.54922700000000,Kona Electric,2019,2025,native only
"City of Industry, CA - Colima Road - Tesla Supercharger",33.990892000000000,-117.92528400000000,Ioniq 5,2025,2026,native only
Airport Marina Ford,33.976019000000000,-118.38478300000000,Ioniq 6,2022,2025,native only
Norm Reeves Honda Superstore West Covina,34.070390000000000,-117.90579000000000,Kona Electric,2019,2025,native only
Covina Hills Chevrolet,34.078031000000000,-117.89101400000000,Ioniq 5,2022,2024,native only
Hilton Plaza,34.080257000000000,-118.10265600000000,Kona Electric,2019,2025,native only
"Sam's Club 4974 (North Las Vegas, NV)",36.241090000000000,-115.11261000000000,Ioniq 5 N,2025,2025,native only
"Las Vegas, NV - 7400 Las Vegas Boulevard South - Tesla Supercharger",36.056640000000000,-115.17045900000000,Ioniq 5 N,2026,2026,native only
LOVE'S 374 - CA #374 DC2,34.856808000000000,-117.09186500000000,Ioniq 5 N,2025,2025,native only
"Los Angeles, CA - Venice Boulevard - Tesla Supercharger",34.027975000000000,-118.39414400000000,Ioniq 5 N,2026,2026,native only
CITY_OF_VERNON 1850 E25TH-1,34.014503000000000,-118.23790700000000,Ioniq 5 N,2026,2026,native only
5420 Sunset - Tesla Supercharger (5420 Sunset),34.096946130000000,-118.30766880000000,Ioniq 5,2025,2026,native only
661 Imperial St,34.036128000000000,-118.23178400000000,Kona Electric,2019,2025,native only
El Centro,34.101510000000000,-118.32467000000000,Kona Electric,2019,2025,native only
"IKEA 413 Los Angeles (Covina, CA)",34.074180000000000,-117.88100000000000,Ioniq 6,2022,2025,native only
"BOA Magnolia Park CA9-151 (Burbank, CA)",34.168130000000000,-118.34380000000000,Kona Electric,2019,2025,native only
Inter Community Hospital Covina,34.089977300000000,-117.89255872601200,Ioniq 5,2022,2024,native only
Puente Hills Nissan,33.998192000000000,-117.92814600000000,Ioniq 5 N,2025,2025,with adapter
Monterey Park,34.059530000000000,-118.12661000000000,Ioniq 5,2022,2024,with adapter
"Gigahub Huntington Drive, Duarte, CA",34.140216000000000,-117.95962300000000,Ioniq 5,2022,2024,with adapter
"Vernon, CA - E 25th St - Tesla Supercharger",34.014266000000000,-118.23827100000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 1850 E25TH-2,34.014493000000000,-118.23793900000000,Ioniq 5 N,2026,2026,with adapter
"Baldwin Park, CA - Tesla Supercharger",34.079207000000000,-117.98884000000000,Ioniq 5 N,2025,2025,with adapter
Fontana Ignite Fueling,34.121007500000000,-117.45312410000000,Ioniq 9,2026,,with adapter
"Commerce, CA - E Telegraph Rd - Tesla Supercharger",33.998388000000000,-118.14614700000000,Ioniq 9,2026,,with adapter
Jordan Downs,33.946716000000000,-118.22994000000000,Ioniq 5,2022,2024,with adapter
The Elysian - Tenants Only,34.066624000000000,-118.24822700000000,Ioniq 5 N,2025,2025,with adapter
CITY_OF_VERNON 3805 SOTO-4,34.007896000000000,-118.21989600000000,Ioniq 9,2026,,with adapter
Bristol Farms,34.077342000000000,-118.38849900000000,Ioniq 6,2026,,with adapter
Tesla Diner - Tesla Supercharger,34.091268000000000,-118.34221500000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 1850 E25TH-5,34.014458000000000,-118.23800600000000,Ioniq 5 N,2025,2025,with adapter
Friendly Ford,36.178163000000000,-115.20558200000000,Ioniq 5,2025,2026,with adapter
Victoria Gardens,34.112867000000000,-117.53342300000000,Ioniq 6,2022,2025,with adapter
76 San Gabriel,34.103300000000000,-118.09950000000000,Ioniq 6,2026,,with adapter
"Ontario, CA - Mills Circle - Tesla Supercharger",34.071708000000000,-117.55616000000000,Ioniq 6,2026,,with adapter
SCPPA SCPPA CPE200T,34.118106000000000,-117.82245700000000,Kona Electric,2019,2025,with adapter
"BoA Gateway CA8-113 (Glendale, CA)",34.126080000000000,-118.25597000000000,Ioniq 5 N,2026,2026,with adapter
"South Gate, CA - Tesla Supercharger",33.948775000000000,-118.16424000000000,Ioniq 5,2022,2024,with adapter
"Target T2179 (Diamond Bar, CA)",34.004360000000000,-117.82223000000000,Ioniq 5 N,2025,2025,with adapter
Las Vegas - South Nellis Boulevard - Tesla Supercharger,36.144821000000000,-115.06351000000000,Ioniq 5 N,2026,2026,with adapter
US Bank San Gabriel,34.103709800000000,-118.08949900000000,Ioniq 5 N,2025,2025,with adapter
Ontario Mills - Skechers,34.071281000000000,-117.54922700000000,Kona Electric,2019,2025,with adapter
Honda DTLA,34.010828320642500,-118.28703020000000,Ioniq 5,2025,2026,with adapter
Madison Parking Lot,34.015769507079150,-118.40447340393226,Ioniq 9,2026,,with adapter
"City of Industry, CA - Colima Road - Tesla Supercharger",33.990892000000000,-117.92528400000000,Ioniq 5 N,2025,2025,with adapter
ONTARIO 76 CHARGER 2,34.063302000000000,-117.61153300000000,Ioniq 5,2022,2024,with adapter
LOVE'S 374 - CA #374 DC2,34.856808000000000,-117.09186500000000,Ioniq 5 N,2025,2025,with adapter
Sunny Plaza,34.080280000000000,-118.09299100000000,Ioniq 6,2022,2025,with adapter
City of Los Angeles Lot 657,34.072877000000000,-118.21769000000000,Ioniq 6,2022,2025,with adapter
City of Los Angeles Lot 657,34.072877000000000,-118.21769000000000,Ioniq 9,2026,,with adapter
"Inglewood, CA - Tesla Supercharger",33.944904000000000,-118.33438400000000,Kona Electric,2019,2025,with adapter
DOWNEYHYUNDAI CPE250 1,33.946263000000000,-118.14534200000000,Ioniq 5 N,2025,2025,with adapter
LA County DHS 313 Fig,34.060148000000000,-118.25074700000000,Ioniq 6,2022,2025,with adapter
"Los Angeles, CA - Venice Boulevard - Tesla Supercharger",34.027975000000000,-118.39414400000000,Ioniq 5 N,2026,2026,with adapter
Culver - Motor Structure 1st Floor,34.015769507079150,-118.40445194626264,Ioniq 5,2022,2024,with adapter
H&S ENERGY H&S#23 CHEVRON,34.046069000000000,-117.80259600000000,Ioniq 5,2022,2024,with adapter
The Village at Century,33.944829000000000,-118.33068600000000,Ioniq 5 N,2025,2025,with adapter
SCAQMD Offices,34.001519000000000,-117.83051900000000,Ioniq 9,2026,,with adapter
IN-N-OUT ATLANTIC 04,33.977378000000000,-118.18745900000000,Ioniq 5,2025,2026,with adapter
IN-N-OUT ATLANTIC 04,33.977378000000000,-118.18745900000000,Ioniq 5 N,2026,2026,with adapter
WattEV - Vernon (Bandini Blvd),34.003200000000000,-118.18745000000000,Ioniq 6,2026,,with adapter
"BOA Magnolia Park CA9-151 (Burbank, CA)",34.168130000000000,-118.34380000000000,Ioniq 9,2026,,with adapter
"Baldwin Park, CA - Tesla Supercharger",34.079207000000000,-117.98884000000000,Ioniq 9,2026,,with adapter
"Las Vegas, NV - South Maryland Parkway - Tesla Supercharger",36.030077000000000,-115.13584300000000,Ioniq 5 N,2025,2025,with adapter
Hsi Lai Center,33.980510000000000,-117.97344600000000,Ioniq 5 N,2025,2025,with adapter
North Las Vegas Rechargery Relay - W Centennial Pkwy,36.276117000000000,-115.17951200000000,Ioniq 9,2026,,with adapter
"Las Vegas, NV - West Charleston Boulevard - Tesla Supercharger",36.157865000000000,-115.33380400000000,Ioniq 5,2022,2024,with adapter
CITY_OF_VERNON 3805 SOTO-4,34.007896000000000,-118.21989600000000,Kona Electric,2019,2025,with adapter
Central & Walnut - Tesla Supercharger,34.026990000000000,-117.68730100000000,Ioniq 5 N,2026,2026,with adapter
"Upland, CA - Arrow Rte - Tesla Supercharger",34.099154000000000,-117.70019200000000,Ioniq 5 N,2026,2026,with adapter
PH SUBARU PH SUBARU,33.996114000000000,-117.91713300000000,Ioniq 5,2022,2024,with adapter
Claremont Star,34.107625900000000,-117.72058890000000,Kona Electric,2019,2025,with adapter
"Target 1033 (Baldwin Park, CA)",34.070710000000000,-117.97825000000000,Kona Electric,2019,2025,with adapter
Downey Nissan,33.947674638000000,-118.15152577300000,Ioniq 6,2022,2025,with adapter
"Ontario, CA - Mills Circle - Tesla Supercharger",34.071708000000000,-117.55616000000000,Ioniq 5,2022,2024,with adapter
"Inglewood, CA - West Imperial Highway - Tesla Supercharger",33.930757000000000,-118.32770400000000,Ioniq 5,2022,2024,with adapter
820 Mound Ave,34.116707000000000,-118.15159800000000,Ioniq 6,2026,,with adapter
"Walmart 1879 (Barstow, CA)",34.883720000000000,-116.99251000000000,Ioniq 5,2025,2026,with adapter
"Las Vegas, NV - 7400 Las Vegas Boulevard South - Tesla Supercharger",36.056640000000000,-115.17045900000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 1850 E25TH-10,34.014380000000000,-118.23810800000000,Ioniq 5,2025,2026,with adapter
RC SPORTS EVHUB ADJ SWGR,34.102644000000000,-117.54410000000000,Ioniq 5 N,2025,2025,with adapter
"City of Industry, CA - Gale Avenue - Tesla Supercharger",33.994491000000000,-117.89956900000000,Ioniq 5 N,2025,2025,with adapter
6250 Hollywood Blvd DCFC,34.100840000000000,-118.32541000000000,Ioniq 5 N,2025,2025,with adapter
"Sam's Club 4974 (North Las Vegas, NV)",36.241090000000000,-115.11261000000000,Kona Electric,2019,2025,with adapter
CITY_OF_VERNON 3805 SOTO-7,34.007973000000000,-118.21989600000000,Ioniq 9,2026,,with adapter
"Pasadena, CA - E Glenarm St - Tesla Supercharger",34.127184000000000,-118.14776100000000,Ioniq 6,2026,,with adapter
LA Fitness Baldwin Park,34.069344000000000,-117.97454200000000,Ioniq 5,2025,2026,with adapter
CITY_OF_VERNON 1850 E25TH-3,34.014481000000000,-118.23795800000000,Ioniq 5,2025,2026,with adapter
1820 Industrial,34.035224000000000,-118.23392000000000,Ioniq 9,2026,,with adapter
6250 Hollywood Blvd DCFC,34.100840000000000,-118.32541000000000,Ioniq 6,2022,2025,with adapter
Norm Reeves Honda Superstore West Covina,34.070390000000000,-117.90579000000000,Kona Electric,2019,2025,with adapter
B&D PROP MGMT 2645 ST ROSE,36.014271000000000,-115.10318500000000,Ioniq 5 N,2026,2026,with adapter
"Sam's Club 4974 (North Las Vegas, NV)",36.241090000000000,-115.11261000000000,Ioniq 5 N,2025,2025,with adapter
CITY_OF_VERNON 3805 SOTO-7,34.007973000000000,-118.21989600000000,Ioniq 6,2022,2025,with adapter
"West Covina, CA - E Eastland Center Drive - Tesla Supercharger",34.073884000000000,-117.88975400000000,Ioniq 5 N,2025,2025,with adapter
"North Las Vegas, NV - East Lake Mead South Boulevard - Tesla Supercharger",36.195978000000000,-115.13200700000000,Ioniq 5 N,2025,2025,with adapter
City of Pasadena - Robinson Park,34.164516574203800,-118.15178871863500,Ioniq 9,2026,,with adapter
"The Shops at Jurupa Valley (Jurupa Valley, CA)",34.011350000000000,-117.46173000000000,Ioniq 5,2025,2026,with adapter
"Las Vegas, NV - 3821 West Charleston Boulevard - Tesla Supercharger",36.158707000000000,-115.19099000000000,Ioniq 5,2025,2026,with adapter
The Elysian,34.067133000000000,-118.24929700000000,Kona Electric,2019,2025,with adapter
"Ontario, CA - Ontario Mills Pkwy - Tesla Supercharger",34.068955000000000,-117.55628500000000,Ioniq 5,2025,2026,with adapter
3530 West Century Blvd,33.944524100000000,-118.33324560000000,Ioniq 9,2026,,with adapter
Sunset Studios,34.097298464012000,-118.31692890366400,Ioniq 5 N,2025,2025,with adapter
Montclair East Shopping Center,34.088568000000000,-117.68592700000000,Ioniq 9,2026,,with adapter
"Gigahub Huntington Drive, Duarte, CA",34.140216000000000,-117.95962300000000,Ioniq 6,2026,,with adapter
"Huntington Park, CA - Tesla Supercharger",33.990148000000000,-118.21634500000000,Ioniq 6,2022,2025,with adapter
"Azusa, CA - Tesla Supercharger",34.136811000000000,-117.90852900000000,Kona Electric,2019,2025,with adapter
Fairway Chevrolet,36.145332000000000,-115.10693200000000,Ioniq 6,2022,2025,with adapter
"Las Vegas, NV - South Maryland Parkway - Tesla Supercharger",36.030077000000000,-115.13584300000000,Ioniq 5 N,2026,2026,with adapter
California Institute of Technology - North Wilson Parking Structure,34.139958000000000,-118.12844600000000,Ioniq 6,2026,,with adapter
GM Oil Site 76 Chevron San Bernardino,34.165633510226000,-117.33232266743800,Ioniq 5,2022,2024,with adapter
PowerStation - Rasor Rd,35.134718200000000,-116.21681310000000,Ioniq 5 N,2025,2025,with adapter
FH DELIVERY 12339 FH SVC,34.134053000000000,-117.43728000000000,Ioniq 6,2022,2025,with adapter
Friendly Ford,36.178163000000000,-115.20558200000000,Ioniq 5 N,2026,2026,with adapter
Thailand Plaza,34.101990000000000,-118.30639000000000,Ioniq 5 N,2026,2026,with adapter
Downey Nissan,33.947674638000000,-118.15152577300000,Ioniq 6,2026,,with adapter
GM Oil Site 111 FoodMart Los Angeles,34.018660888026000,-118.35493777871600,Ioniq 5,2022,2024,with adapter
CITY_OF_VERNON 1850 E25TH-4,34.014472000000000,-118.23798500000000,Ioniq 5,2022,2024,with adapter
"South Gate, CA - Tesla Supercharger",33.948775000000000,-118.16424000000000,Ioniq 6,2022,2025,with adapter
"Inglewood, CA - West Imperial Highway - Tesla Supercharger",33.930757000000000,-118.32770400000000,Ioniq 6,2026,,with adapter
LA Fitness Baldwin Park,34.069344000000000,-117.97454200000000,Kona Electric,2019,2025,with adapter
Little Caesars Pizza- 10714 S Western Ave,33.938580000000000,-118.30886000000000,Ioniq 5,2022,2024,with adapter
"Las Vegas, NV - 7400 Las Vegas Boulevard South - Tesla Supercharger",36.056640000000000,-115.17045900000000,Ioniq 5,2022,2024,with adapter
Chase Bank - 925 N Hacienda Blvd,34.036106000000000,-117.95038500000000,Ioniq 6,2022,2025,with adapter
